LocalizedTable,en,uk
@/Food_16160_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16161_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16162_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16163_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16164_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16165_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16166_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16167_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16168_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16169_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16170_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16171_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16172_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16173_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16174_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16175_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16176_Description,A very high quality food item.,Дуже якісний продукт харчування.
@/Food_16177_Description,A simple food item.,Простий продукт харчування.
@/Food_16178_Description,A simple food item.,Простий продукт харчування.
@/Food_16179_Description,A simple food item.,Простий продукт харчування.
@/Food_16180_Description,A simple food item.,Простий продукт харчування.
@/Food_16181_Description,A simple food item.,Простий продукт харчування.
@/Food_16182_Description,A simple food item.,Простий продукт харчування.
@/Food_16183_Description,A simple food item.,Простий продукт харчування.
@/Food_16184_Description,A simple food item.,Простий продукт харчування.
@/Food_16185_Description,A simple food item.,Простий продукт харчування.
@/Food_16186_Description,A simple food item.,Простий продукт харчування.
@/Food_16187_Description,A simple food item.,Простий продукт харчування.
@/Food_16188_Description,A simple food item.,Простий продукт харчування.
@/Food_16189_Description,A simple food item.,Простий продукт харчування.
@/Food_16190_Description,Are you sure you want to eat this?,"Ви впевнені, що хочете це з'їсти?"
@/Food_16191_Description,Are you sure you want to eat this?,"Ви впевнені, що хочете це з'їсти?"
@/Food_16192_Description,A simple food item.,Простий продукт харчування.
@/Food_16193_Description,A simple food item.,Простий продукт харчування.
@/Food_16194_Description,A simple food item.,Простий продукт харчування.
@/Food_16195_Description,A simple food item.,Простий продукт харчування.
@/Food_16196_Description,A simple food item.,Простий продукт харчування.
@/Food_231203001_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203002_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203003_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203004_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203005_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203006_Description,Are you making this to torture someone?,"Ви робите це, щоб когось мучити?"
@/Food_231203007_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203008_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203009_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_231203010_Description,Actually quite nice if you eat with your eyes closed.,"Насправді дуже добре, якщо ви їсте із закритими очима."
@/Food_16197_Description,A simple food item.,Простий харчовий продукт.
@/Food_16198_Description,A simple food item.,Простий харчовий продукт.
@/Food_16199_Description,A simple food item.,Простий харчовий продукт.
@/Food_16200_Description,A simple food item.,Простий харчовий продукт.
@/Food_16201_Description,A simple food item.,Простий харчовий продукт.
@/Food_16202_Description,A simple food item.,Простий харчовий продукт.
@/Food_16203_Description,A simple food item.,Простий харчовий продукт.
@/Food_16204_Description,A simple food item.,Простий харчовий продукт.
@/Food_16205_Description,A simple food item.,Простий харчовий продукт.
@/Food_16206_Description,A simple food item.,Простий харчовий продукт.
@/Food_16207_Description,A simple food item.,Простий харчовий продукт.
@/Food_16208_Description,A simple food item.,Простий харчовий продукт.
@/Food_16209_Description,A simple food item.,Простий харчовий продукт.
@/Food_16210_Description,A simple food item.,Простий харчовий продукт.
@/Food_16212_Description,A simple food item.,Простий харчовий продукт.
@/Food_16213_Description,A simple food item.,Простий харчовий продукт.
@/Food_16214_Description,A simple food item.,Простий харчовий продукт.
@/Food_16215_Description,A simple food item.,Простий харчовий продукт.
@/Food_16216_Description,Actually quite nice if you eat with your eyes closed.,"Насправді дуже добре, якщо ви їсте із закритими очима."
@/Food_16217_Description,"Relax, at least it's edible.","Розслабтеся, принаймні це їстівне."
@/Food_16218_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16219_Description,A simple food item.,Простий харчовий продукт.
@/Food_16220_Description,A simple food item.,Простий харчовий продукт.
@/Food_16221_Description,A simple food item.,Простий харчовий продукт.
@/Food_16222_Description,A simple food item.,Простий харчовий продукт.
@/Food_16223_Description,A simple food item.,Простий харчовий продукт.
@/Food_16224_Description,A simple food item.,Простий харчовий продукт.
@/Food_16225_Description,A simple food item.,Простий харчовий продукт.
@/Food_16226_Description,A simple food item.,Простий харчовий продукт.
@/Food_16227_Description,A simple food item.,Простий харчовий продукт.
@/Food_16228_Description,A simple food item.,Простий харчовий продукт.
@/Food_16229_Description,A simple food item.,Простий харчовий продукт.
@/Food_16230_Description,A simple food item.,Простий харчовий продукт.
@/Food_16231_Description,A simple food item.,Простий харчовий продукт.
@/Food_16232_Description,Actually quite nice if you eat with your eyes closed.,"Насправді дуже добре, якщо ви їсте із закритими очима."
@/Food_16233_Description,Actually quite nice if you eat with your eyes closed.,"Насправді дуже добре, якщо ви їсте із закритими очима."
@/Food_16234_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16235_Description,A simple food item.,Простий харчовий продукт.
@/Food_16236_Description,A simple food item.,Простий харчовий продукт.
@/Food_16237_Description,A simple food item.,Простий харчовий продукт.
@/Food_16238_Description,A simple food item.,Простий харчовий продукт.
